self.Clock,C1_W1,C1W2,C1W3,C2W2,C3W3,Part1,Part2,Part3,inspector1 block time,inspector2_C2 block time,inspector2_C3 block time,Total Block Time,self.w1_idle,self.w2_idle,self.w3_idle,Total Idle Time(workstation),self.w1_aval,self.w2_aval,self.w3_aval,Event Queue
4144.545279527213,0,0,0,0,2,142,74,82,0,227.03762853223725,407.7491787742447,634.7868073064819,2142.369980466632,2173.9015787762714,2088.1190422390155,6404.390601481943,True,False,True,"(4144.545279527213, ins2c3_end) (4144.626724173227, w2_end) (4146.961615550965, ins1c1_end) (5000, system end) "
4144.626724173227,0,0,0,0,2,142,75,82,0,227.03762853223725,407.7491787742447,634.7868073064819,2142.4514251126457,2173.983023422285,2088.200486885029,6404.634935419984,True,True,True,"(4144.626724173227, w2_end) (4144.726724173227, ins2c3_end) (4146.961615550965, ins1c1_end) (5000, system end) "
4144.726724173227,0,0,0,0,2,142,75,82,0,227.03762853223725,410.0840701519828,637.1216986842201,2142.551425112646,2174.0830234222854,2088.3004868850294,6404.934935419985,True,True,True,"(4144.726724173227, ins2c3_end) (4146.961615550965, ins1c1_end) (5000, system end) "
4146.961615550965,0,0,0,0,1,142,75,82,0,227.03762853223725,410.0840701519828,637.1216986842201,2144.786316490384,2176.317914800023,2088.3004868850294,6409.40471817546,True,True,False,"(4146.961615550965, ins1c1_end) (4147.061615550965, ins2c3_end) (5000, system end) "
4146.961615550965,0,0,0,0,1,142,75,82,0,227.03762853223725,410.0840701519828,637.1216986842201,2144.786316490384,2176.317914800023,2088.3004868850294,6409.40471817546,True,True,False,"(4146.961615550965, ins1c1_start) (4146.961615550965, w3_start) (4147.061615550965, ins2c3_end) (5000, system end) "
4146.961615550965,0,0,0,0,1,142,75,82,0,227.03762853223725,410.0840701519828,637.1216986842201,2144.786316490384,2176.317914800023,2088.3004868850294,6409.40471817546,True,True,False,"(4146.961615550965, w3_start) (4147.061615550965, ins2c3_end) (4147.127133422807, ins1c1_end) (5000, system end) "
4147.061615550965,0,0,0,0,2,142,75,82,0,227.03762853223725,410.0840701519828,637.1216986842201,2144.886316490384,2176.4179148000235,2088.3004868850294,6409.604718175461,True,True,False,"(4147.061615550965, ins2c3_end) (4147.127133422807, ins1c1_end) (4148.311333420394, w3_end) (5000, system end) "
4147.061615550965,0,0,0,0,2,142,75,82,0,227.03762853223725,410.0840701519828,637.1216986842201,2144.886316490384,2176.4179148000235,2088.3004868850294,6409.604718175461,True,True,False,"(4147.061615550965, ins2_start) (4147.127133422807, ins1c1_end) (4148.311333420394, w3_end) (5000, system end) "
4147.127133422807,0,0,0,0,2,142,75,82,0,227.03762853223725,410.0840701519828,637.1216986842201,2144.886316490384,2176.483432671865,2088.3004868850294,6409.670236047303,False,True,False,"(4147.127133422807, ins1c1_end) (4148.311333420394, w3_end) (4184.182591987801, ins2c2_end) (5000, system end) "
4147.127133422807,0,0,0,0,2,142,75,82,0,227.03762853223725,410.0840701519828,637.1216986842201,2144.886316490384,2176.483432671865,2088.3004868850294,6409.670236047303,False,True,False,"(4147.127133422807, ins1c1_start) (4147.127133422807, w1_start) (4148.311333420394, w3_end) (4184.182591987801, ins2c2_end) (5000, system end) "
