ID,seed,simulation time,warmup period,Part1,Part2,Part3,inspector1 block time,inspector2 block time,inspector3 block time,Total Block Time,workstation1 idle time,workstation2 idle time,workstation3 idle time,Total Idle Time(workstation)
164,164,5000,1000,199,97,88,4.542547478937195,243.23057676664564,47.37564820803891,295.14877245362175,2608.376228730287,2906.9177464216655,2638.687531232501,8153.9815063844535
165,165,5000,1000,229,122,119,3.8654306114040082,490.32856560213554,333.22012636904765,827.4141225825872,3404.5573832656764,3517.760629328555,3604.7735327262467,10527.091545320478
166,166,5000,1000,204,102,103,2.4153791269880003,296.37337385665955,101.38563691370928,400.17438989735683,2717.6362543811115,2547.8451198955377,2746.4864716807047,8011.967845957353
167,167,5000,1000,194,98,99,0,163.7575684388505,65.70440957354072,229.46197801239123,2660.959730297806,2618.7386629740413,2966.773159637355,8246.471552909203
168,168,5000,1000,202,100,103,1.2963416289994711,371.7411460807825,0,373.037487709782,2645.210929524938,2603.137327408209,2858.901676006311,8107.249932939458
169,169,5000,1000,186,95,85,25.631967972975872,435.6310334240666,30.98485435064299,492.24785574768543,2585.713302273532,2798.137835626885,3145.790731240356,8529.641869140774
170,170,5000,1000,164,87,105,0,172.7485459766492,418.15020774093364,590.8987537175828,2805.2793103881936,2890.573446273455,2674.12554362233,8369.97830028398
171,171,5000,1000,176,98,109,0,251.7706380185466,436.001470268342,687.7721082868886,2814.261920219342,2815.551705177737,2691.6174003979995,8321.431025795078
172,172,5000,1000,199,90,95,0,123.71413654965409,149.02277278034853,272.7369093300026,2724.041282201551,2759.073664680769,2886.801654612737,8369.916601495057
173,173,5000,1000,171,102,86,18.453785986751427,466.72351730764854,84.02135467829112,569.1986579726911,2591.5759911554755,2367.582210407925,3156.7819277639846,8115.940129327385
174,174,5000,1000,181,104,116,0,42.52112074515935,312.8459143417149,355.36703508687424,2761.5486569972736,2715.4838621813587,2738.441696948792,8215.474216127424
175,175,5000,1000,176,113,95,0,342.2478761183056,27.695161104692033,369.94303722299765,2769.1528347723934,2432.5033603799898,2937.228543039459,8138.884738191842
176,176,5000,1000,186,101,102,0,156.44210346528848,15.305933800861567,171.74803726615005,2603.7758167706456,2689.1117721083324,2810.6098780902994,8103.497466969277
177,177,5000,1000,175,85,107,8.06847351513943,86.1706368455541,214.29798868655644,308.53709904724997,2810.204509529667,3013.5510040214413,2717.0866165383222,8540.84213008943
178,178,5000,1000,186,97,110,2.7975690913820017,0,246.5651531742999,249.3627222656819,2716.0494544249345,2845.587580031818,2870.846082463376,8432.48311692013
179,179,5000,1000,198,102,104,0,270.53803524885416,235.6115394480803,506.14957469693445,2652.0978266510906,2871.5553778592985,2908.2689744428103,8431.922178953198
180,180,5000,1000,176,98,96,7.2803341452631685,79.59741686300913,145.94339621814356,232.82114722641586,2789.5175628773923,2741.6275846433387,3057.815635826917,8588.960783347648
181,181,5000,1000,172,99,117,0,206.296693842919,157.54167491418798,363.838368757107,2917.532547727329,2604.5398713311583,2753.261785205665,8275.334204264153
182,182,5000,1000,184,108,117,2.9366752249447927,235.11138597139836,226.95326026658518,465.00132146292833,2772.037958500294,2596.829057549318,2734.652286052129,8103.51930210174
183,183,5000,1000,178,104,94,7.056016804718865,328.35386358347387,304.1391043157321,639.5489847039248,2735.4686462614727,2709.29558550573,2891.2660022708046,8336.030234038008
184,184,5000,1000,163,110,97,0,91.08590275622896,179.46915359992772,270.5550563561567,2910.435276596028,2702.5189309206853,3059.588953798756,8672.543161315469
185,185,5000,1000,166,104,89,2.804599541178959,438.56746142846214,178.12011522361877,619.4921761932599,2843.871343769349,2544.0134747227594,2968.055107998031,8355.939926490139
186,186,5000,1000,177,94,104,0,59.61158298017517,63.3536868408969,122.96526982107207,2680.37922782567,2886.7580261377843,2810.536134471265,8377.67338843472
187,187,5000,1000,212,98,97,0,135.62331506228702,232.41751084571365,368.04082590800067,2780.880399201172,2878.9141972496955,3044.5118997983127,8704.30649624918
188,188,5000,1000,177,91,102,0.9984764183745938,58.28185893542468,308.902255897985,368.1825912517843,2693.083679867876,2887.512269458446,2761.999372678301,8342.595322004623
189,189,5000,1000,183,94,94,0,68.82363057528255,308.00534728048865,376.8289778557712,2715.240900945928,2948.333089907024,2972.145019741411,8635.719010594363
190,190,5000,1000,169,100,98,4.892082090004351,166.33423193574686,201.823185942362,373.0494999681132,2697.34302330419,2841.063392285666,2783.5688149443263,8321.975230534183
191,191,5000,1000,185,108,109,0,244.63292443147566,80.25525862389486,324.8881830553705,2708.125803978193,2754.730546648717,2707.8799363270646,8170.736286953974
192,192,5000,1000,207,92,96,14.835353530742623,128.81223866785308,380.1637517210129,523.8113439196086,2558.872703014147,2742.33143253936,2913.8157078922413,8215.019843445749
193,193,5000,1000,199,105,106,16.997592796196386,83.84025601171209,81.49461313260144,182.33246194050992,2599.1875471436606,2828.8861728384436,2812.292492000002,8240.366211982106
194,194,5000,1000,194,93,99,0,411.0886268912775,504.7631578805648,915.8517847718423,2602.1655364423564,2678.893798233275,2907.1864780383717,8188.2458127140035
195,195,5000,1000,171,90,108,0,227.6077755614558,369.95532951094424,597.5631050724,2699.7440170937593,2931.6968617563257,2817.363047433374,8448.803926283459
196,196,5000,1000,178,94,97,8.013132144357314,106.40106842606599,303.7865069750824,418.2007075455057,2757.2026792566685,2729.8136887470055,2752.281993918109,8239.298361921783
197,197,5000,1000,166,95,91,1.306268267928317,418.5898290537725,0,419.89609732170084,2789.1968745778995,2854.693587279556,3010.5491358262625,8654.439597683719
198,198,5000,1000,203,113,105,0,233.71982266721693,130.22959695225745,363.9494196194744,2441.946694393156,2719.572646276401,2840.821789018294,8002.341129687851
199,199,5000,1000,206,102,87,8.713756191001266,199.02672471928145,102.2305387111744,309.9710196214571,2514.8362711322275,2819.209591448467,3086.0148285692353,8420.06069114993
200,200,5000,1000,183,95,105,33.104956544085326,256.5566762075232,443.14852503858765,732.8101577901962,2661.5433938934248,2846.6093772131067,2679.605477440463,8187.758248546995
