ID,seed,simulation time,warmup period,Part1,Part2,Part3,inspector1 block time,inspector2 block time,inspector3 block time,Total Block Time,workstation1 idle time,workstation2 idle time,workstation3 idle time,Total Idle Time(workstation)
82,82,5000,1000,339,30,16,0,483.565302458102,2814.51312770935,3298.078430167452,926.8732112398146,3775.9400795205574,3860.7400129766315,8563.553303737004
83,83,5000,1000,363,30,26,0,391.2710701106935,2322.5986558602312,2713.8697259709247,950.3865257600703,3700.3062302001194,3764.056116281975,8414.748872242166
84,84,5000,1000,336,24,23,0,78.1941359169673,3069.094541649052,3147.2886775660195,847.2743970162903,3736.0579039476756,3831.2806966587996,8414.612997622766
85,85,5000,1000,327,18,10,0,194.92595825335206,3366.1012229044045,3561.0271811577563,844.0294807572999,3829.7906786143935,3848.0110551501043,8521.831214521797
86,86,5000,1000,308,18,29,0,0,3067.9886395476874,3067.9886395476874,936.8607809578402,3697.615770570203,3815.737979389884,8450.214530917927
87,87,5000,1000,352,29,35,0,184.9228059027605,2762.5228527566,2947.4456586593606,939.7062266888959,3722.415149113281,3688.6835198288663,8350.804895631043
88,88,5000,1000,325,26,21,0,484.39959181488075,2552.372467956537,3036.772059771418,952.3640770938337,3674.37106680742,3822.523716881805,8449.258860783058
89,89,5000,1000,353,22,25,0,257.4328797047492,2752.4968824139223,3009.9297621186715,1032.2618740296994,3654.8393791740727,3817.404648091405,8504.505901295177
90,90,5000,1000,320,25,24,0,400.2453410236335,2439.6605751355073,2839.905916159141,928.3013014198787,3791.102550341298,3783.796390186823,8503.200241948
91,91,5000,1000,333,21,14,0,437.65742744991076,2879.261113187617,3316.9185406375277,931.1086119677536,3695.693099263796,3912.0713281242774,8538.873039355827
92,92,5000,1000,357,18,33,0,141.71547563928607,2956.268515922165,3097.983991561451,880.4967679242528,3871.3526302763407,3765.7026436823376,8517.552041882931
93,93,5000,1000,400,17,25,0,271.31380660891057,3907.1534706993302,4178.467277308241,1103.188532748822,4902.51041522561,4700.470645263145,10706.169593237577
94,94,5000,1000,333,29,23,0,543.9246911634873,2634.1208526123555,3178.045543775843,932.1896135226061,3676.607215308235,3730.334747180444,8339.131576011285
95,95,5000,1000,348,22,25,0,582.6212177678794,2611.102158311478,3193.723376079358,956.2700658737137,3791.908183621878,3798.616730675102,8546.794980170693
96,96,5000,1000,334,16,17,0,528.3786690387285,3054.9982824546373,3583.3769514933656,830.9733310476747,3887.155433753063,3888.7475259531066,8606.876290753844
